catalog_order,id,name_en,name_ro,name_th,record_type,primary_category,all_categories,disciplines,hyrox_station_order,hyrox_station_name,equipment,muscles,movement_pattern,entity_type,prescription_mode,default_sets,default_reps_or_duration,unit,default_rest_seconds,per_side,loadable,increment_kg,can_fail_safely,needs_spotter,needs_safeties,contraindications,technical_complexity,coached_only,tempo_applies,tempo_class,review_status,evidence_source_ids,owner_csv_exact_match,owner_csv_disposition,owner_csv_source_name,english_aliases,notes
260,single_arm_dumbbell_press,Single-Arm Dumbbell Press,Single-Arm Dumbbell Press,Single-Arm Dumbbell Press,movement,weights,strength; weights,strength,,,Dumbbells,frontDelts; abs; obliques; triceps,vertical_push,resistance_dynamic,tempo_reps,4,10,reps,90,true,true,2,true,false,false,shoulder_overhead,2,false,true,standard_compound,internally_reviewed,,no,,,,"The answer when one shoulder is restricted and the other is fine, which a bilateral press cannot serve."
261,single_arm_floor_press,Single-Arm Floor Press,Single-Arm Floor Press,Single-Arm Floor Press,movement,weights,strength; weights,strength,,,Dumbbells,chest; triceps; abs; obliques,horizontal_push,resistance_dynamic,tempo_reps,4,10,reps,60,true,true,2,true,false,false,,2,false,true,standard_compound,internally_reviewed,,no,,,,
262,single_arm_bench_press,Single-Arm Dumbbell Bench Press,Single-Arm Dumbbell Bench Press,Single-Arm Dumbbell Bench Press,movement,weights,strength; weights,strength,,,Dumbbells · Bench,chest; abs; obliques; triceps,horizontal_push,resistance_dynamic,tempo_reps,4,10,reps,90,true,true,2,true,false,false,shoulder_press,3,false,true,standard_compound,internally_reviewed,,no,,,,
263,single_arm_landmine_press,Single-Arm Landmine Press,Single-Arm Landmine Press,Single-Arm Landmine Press,movement,weights,strength; weights,strength,,,Landmine · Barbell,frontDelts; chest; abs; obliques,vertical_push,resistance_dynamic,tempo_reps,4,10,reps,90,true,true,2.5,true,false,false,,2,false,true,standard_compound,internally_reviewed,,no,,,,
264,single_arm_machine_press,Single-Arm Machine Press,Single-Arm Machine Press,Single-Arm Machine Press,movement,machine,strength; machine,strength,,,Chest Press Machine,chest; triceps,horizontal_push,resistance_dynamic,tempo_reps,4,13,reps,60,true,true,2.5,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,
265,arnold_press,Arnold Press,Împins Arnold,อาร์โนลด์เพรส,movement,weights,strength; weights,strength,,,Dumbbells · Adjustable Bench,frontDelts; sideDelts; triceps,vertical_push,resistance_dynamic,tempo_reps,4,10,reps,90,false,true,2,true,false,false,shoulder_overhead,3,false,true,standard_compound,internally_reviewed,,no,,,,
266,front_raise,Front Raise,Front Raise,Front Raise,movement,weights,strength; weights,strength,,,Dumbbells,frontDelts,isolation_upper,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,1,true,false,false,shoulder_overhead,1,false,true,single_joint,internally_reviewed,,no,,,,
267,svend_press,Svend Press,Svend Press,Svend Press,movement,weights,strength; weights,strength,,,Plates,chest,isolation_upper,resistance_dynamic,tempo_reps,3,16,reps,60,false,true,1.25,true,false,false,,1,false,true,single_joint,internally_reviewed,,no,,,,
268,decline_press,Decline Press,Decline Press,Decline Press,movement,weights,strength; weights,strength,,,Dumbbells · Adjustable Bench,chest; triceps,horizontal_push,resistance_dynamic,tempo_reps,4,10,reps,90,false,true,2,true,false,false,,2,false,true,standard_compound,internally_reviewed,,no,,,,
269,ab_wheel_rollout,Ab-Wheel Rollout,Abdomene cu roata abdominală,ลูกกลิ้งหน้าท้อง,movement,strength,strength,strength,,,Ab Wheel,abs; obliques; lats; frontDelts; lowerBack,core_anti_extension,resistance_dynamic,tempo_reps,4,8,reps,90,false,false,0,true,false,false,lumbar_extension; shoulder_overhead,4,false,true,core_braced,internally_reviewed,,no,,,abs; abdominals,The lower back gives out before the abs do if the range is rushed. Extend only as far as the ribs stay down.
270,reverse_crunch,Reverse Crunch,Abdomene inverse,รีเวิร์สครันช์,movement,strength,strength,strength,,,Mat,abs; obliques,core_flexion,resistance_dynamic,tempo_reps,4,15,reps,60,false,false,0,true,false,false,,1,false,true,core_braced,internally_reviewed,,no,,,abs; abdominals,"Curl the pelvis rather than swinging the legs, which is what turns this into hip flexor work."
271,decline_sit_up,Decline Sit-Up,Abdomene pe bancă declinată,ซิตอัพบนม้านั่งลาด,movement,strength,strength,strength,,,Adjustable Bench,abs; obliques,core_flexion,resistance_dynamic,tempo_reps,4,12,reps,90,false,true,2.5,true,false,false,lumbar_flexion,2,false,true,core_braced,internally_reviewed,,no,,,abs; abdominals,
272,front_lever_row,Front Lever Row,Ramat în front lever,ฟรอนต์ลีเวอร์โรว์,movement,calisthenics,street; calisthenics,calisthenics,,,Pull Up Bar,lats; abs; obliques; biceps; upperBack; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,5,reps,120,false,false,0,true,false,false,,5,true,true,standard_compound,internally_reviewed,,no,,,,A straight-body pull that the core fails long before the back does.
273,human_flag_progression,Human Flag Progression,Progresie steagul uman,ฝึกฮิวแมนแฟลก,movement,calisthenics,street; calisthenics,calisthenics,,,Pull Up Bar,obliques; lats; frontDelts; sideDelts; abs; forearms,skill,skill_drill,quality,4,13,seconds,120,false,false,0,true,false,false,,5,true,false,standard_compound,internally_reviewed,,no,,,,
274,worlds_greatest_stretch,World's Greatest Stretch,Întinderea completă a corpului,เวิลด์เกรเทสต์สเตรตช์,movement,mobility,mobility,mobility,,,Floor Space,hamstrings; adductors; glutes; obliques; lowerBack,mobility,mobility_drill,quality,2,6,reps,15,true,false,0,true,false,false,,2,false,false,standard_compound,internally_reviewed,,no,,,,"Covers hip, thoracic spine and hamstring in one sequence, which is why it survives a warm-up nobody has time for."
275,band_shoulder_dislocate,Band Shoulder Dislocate,Mobilizare umeri cu banda,หมุนไหล่ด้วยยางยืด,movement,mobility,mobility,mobility,,,Bands,frontDelts; rearDelts; upperBack,mobility,mobility_drill,quality,2,10,reps,15,false,false,0,true,false,false,shoulder_overhead,2,false,false,standard_compound,internally_reviewed,,no,,,,Hands wide enough that the shoulders never shrug up to get around. Narrowing the grip is the progression.
276,lower_body_foam_roll,Lower-Body Foam Roll,Foam rolling pentru partea inferioară,โฟมโรลช่วงล่าง,movement,mobility,mobility,mobility,,,Foam Roller,quads; calves; glutes; hamstrings,mobility,mobility_drill,quality,2,45,seconds,15,false,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,no,,,,Useful for how it feels afterwards rather than for changing the tissue. Short and unhurried beats grinding.
277,single_leg_stand,Single-Leg Stand,Single-Leg Stand,Single-Leg Stand,movement,mobility,balance; mobility,balance; mobility,,,Bodyweight,glutes; abs; obliques,balance,balance_drill,quality,2,33,seconds,30,true,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,no,,,,"Timed per side, eyes open first. Progress by closing the eyes, not by adding time past a minute."
278,tandem_stance,Tandem Stance,Tandem Stance,Tandem Stance,movement,balance,balance,balance,,,Bodyweight,abs; obliques,balance,balance_drill,quality,2,40,seconds,30,false,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,no,,,,"Heel to toe, both feet down. The regression when a single-leg stand is not yet holdable for twenty seconds."
279,heel_toe_walk,Heel-to-Toe Walk,Heel-to-Toe Walk,Heel-to-Toe Walk,movement,balance,balance,balance,,,Floor Space,abs; obliques; glutes,balance,balance_drill,quality,2,15,steps,30,false,false,0,true,false,false,,2,false,false,standard_compound,internally_reviewed,,no,,,,
280,single_leg_reach,Single-Leg Reach,Single-Leg Reach,Single-Leg Reach,movement,balance,balance,balance,,,Floor Space,glutes; hamstrings,balance,balance_drill,quality,2,8,reps,30,true,false,0,true,false,false,,2,false,false,standard_compound,internally_reviewed,,no,,,,"Reaching forward, then diagonally, then across. Trains the hip in the directions a stumble actually happens in."
281,airplane_balance,Airplane Balance,Airplane Balance,Airplane Balance,movement,yoga,yoga; balance,balance; yoga,,,Floor Space,glutes; hamstrings,balance,balance_drill,quality,2,23,seconds,30,true,false,0,true,false,false,,3,false,false,standard_compound,internally_reviewed,,no,,,,
282,eyes_closed_balance,"Single-Leg Stand, Eyes Closed","Single-Leg Stand, Eyes Closed","Single-Leg Stand, Eyes Closed",movement,balance,balance,balance,,,Wall,abs; obliques,balance,balance_drill,quality,2,20,seconds,30,true,false,0,true,false,false,,3,false,false,standard_compound,internally_reviewed,,no,,,,Removing vision removes the sense most people were leaning on. Stand within reach of a wall.
283,step_down_control,Controlled Step-Down,Controlled Step-Down,Controlled Step-Down,movement,balance,strength; balance,balance; strength,,,Bodyweight,quads; glutes,balance,balance_drill,quality,2,9,reps,30,true,false,0,true,false,false,,2,false,false,standard_compound,internally_reviewed,,no,,,,"The eccentric half of a step-up, which is the half that stops a fall on stairs."
284,bent_over_dumbbell_row,Bent-Over Dumbbell Row,Bent-Over Dumbbell Row,Bent-Over Dumbbell Row,movement,weights,strength; weights,strength,,,Dumbbells,lats; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,10,reps,90,false,true,2,true,false,false,lumbar_flexion,2,false,true,standard_compound,internally_reviewed,,no,,,,"Both dumbbells, hinged and held. Needs no bench, which is the entire point of it being here."
285,kettlebell_bent_over_row,Bent-Over Kettlebell Row,Bent-Over Kettlebell Row,Bent-Over Kettlebell Row,movement,weights,strength; weights,strength,,,Kettlebell,lats; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,10,reps,90,false,true,4,true,false,false,lumbar_flexion,2,false,true,standard_compound,internally_reviewed,,no,,,,
286,band_bent_over_row,Bent-Over Band Row,Bent-Over Band Row,Bent-Over Band Row,movement,strength,strength,strength,,,Bands,lats; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,16,reps,60,false,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,"Standing on the band, so it needs no anchor point and works in a hotel room."
287,prone_floor_row,Prone Floor Row,Prone Floor Row,Prone Floor Row,movement,strength,strength,strength,,,Mat,rearDelts; lats,horizontal_pull,resistance_dynamic,tempo_reps,3,13,reps,60,false,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,"Face down, arms dragging along the floor. Almost no load, but it is a genuine horizontal pull for someone who owns nothing."
288,table_row,Table Row,Table Row,Table Row,movement,strength,strength,strength,,,Floor Space,lats; biceps; abs; obliques,horizontal_pull,resistance_dynamic,tempo_reps,4,9,reps,90,false,false,0,true,false,false,,2,false,true,standard_compound,internally_reviewed,,no,,,,"Under a sturdy table, gripping the edge. The honest bodyweight horizontal pull when there is no bar."
289,towel_door_row,Towel Door Row,Towel Door Row,Towel Door Row,movement,strength,strength,strength,,,Towel,lats; biceps; forearms,horizontal_pull,resistance_dynamic,tempo_reps,4,12,reps,60,false,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,"Towel round a closed door handle, leaning back. Load is set by foot position, so it scales without any kit."
290,band_lat_pullover,Band Lat Pullover,Band Lat Pullover,Band Lat Pullover,movement,strength,strength,strength,,,Bands,lats; triceps; abs; obliques,vertical_pull,resistance_dynamic,tempo_reps,3,16,reps,60,false,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,"Band under the feet, arms sweeping overhead to the hips. Loads the lats in the vertical plane without an anchor."
291,dumbbell_pullover,Dumbbell Pullover,Dumbbell Pullover,Dumbbell Pullover,movement,weights,strength; weights,strength,,,Dumbbells · Bench,lats; triceps,vertical_pull,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,2,true,false,false,shoulder_overhead,2,false,true,standard_compound,internally_reviewed,,no,,,,The only vertical-plane lat loader available to a dumbbell-and-bench kit.
292,floor_pullover,Floor Pullover,Floor Pullover,Floor Pullover,movement,weights,strength; weights,strength,,,Bodyweight,lats; triceps; abs; obliques,vertical_pull,resistance_dynamic,tempo_reps,3,13,reps,60,false,true,2,true,false,false,shoulder_overhead,1,false,true,standard_compound,internally_reviewed,,no,,,,"Lying on the floor, so the range stops where the floor does. Less range than the bench version and the only vertical-plane lat work a dumbbell-only kit has."
293,towel_door_pulldown,Towel Door Pulldown,Towel Door Pulldown,Towel Door Pulldown,movement,strength,strength,strength,,,Towel,lats; biceps; forearms,vertical_pull,resistance_dynamic,tempo_reps,3,15,reps,60,false,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,"Towel over the top of a closed door, kneeling. Self-resisted, so the load is honest about being modest."
294,band_straight_arm_pulldown,Band Straight-Arm Pulldown,Band Straight-Arm Pulldown,Band Straight-Arm Pulldown,movement,strength,strength,strength,,,Bands,lats; triceps; abs; obliques,vertical_pull,resistance_dynamic,tempo_reps,3,16,reps,60,false,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,
295,wall_sit,Wall Sit,Wall Sit,Wall Sit,movement,strength,strength,strength,,,Wall,quads; glutes,squat,resistance_isometric,hold,3,60,seconds,60,false,false,0,true,false,false,,1,false,false,standard_compound,internally_reviewed,,yes,already_canonical,Wall Sit,,"Progresses by time and by moving the feet forward, so it keeps working long after bodyweight squats stop counting."
296,cossack_squat,Cossack Squat,Cossack Squat,Cossack Squat,movement,mobility,strength; mobility,strength; mobility,,,Floor Space,quads; adductors; glutes,squat,resistance_dynamic,tempo_reps,4,8,reps,90,true,false,0,true,false,false,ankle_dorsiflexion; groin; hip_deep_flexion; knee_deep_flexion,3,false,true,standard_compound,internally_reviewed,,no,,,,"The only common squat that trains the frontal plane, which is where most people have no strength at all."
297,lateral_lunge,Lateral Lunge,Lateral Lunge,Lateral Lunge,movement,strength,strength,strength,,,Floor Space,adductors; glutes; quads,lunge,resistance_dynamic,tempo_reps,4,10,reps,60,true,false,0,true,false,false,groin,2,false,true,standard_compound,internally_reviewed,,no,,,,
298,shrimp_squat,Shrimp Squat,Shrimp Squat,Shrimp Squat,movement,calisthenics,strength; calisthenics,calisthenics; strength,,,Floor Space,quads; glutes; abs; obliques,squat,resistance_dynamic,tempo_reps,4,6,reps,120,true,false,0,true,false,false,ankle_dorsiflexion; hip_deep_flexion; knee_deep_flexion,4,false,true,standard_compound,internally_reviewed,,yes,already_canonical,Shrimp Squat,,"The single-leg squat that needs no balance beam and no ankle mobility miracle, unlike the pistol."
299,chair_step_up,Chair Step-Up,Chair Step-Up,Chair Step-Up,movement,strength,strength,strength,,,Chair,quads; glutes; calves,lunge,resistance_dynamic,tempo_reps,4,12,reps,60,true,false,0,true,false,false,,1,false,true,standard_compound,internally_reviewed,,no,,,,The hotel-room lower-body loader. A desk chair is not one: it has to be a chair that cannot roll.
300,single_leg_glute_bridge,Single-Leg Glute Bridge,Podul fesier pe un picior,สะพานก้นขาเดียว,movement,strength,strength,strength,,,Mat,glutes; hamstrings; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,12,reps,60,true,false,0,true,false,false,,2,false,true,glute_lockout,internally_reviewed,,no,,,,"Roughly doubles the load on a bridge without adding a gram, which is the whole trick of unilateral work."
301,nordic_eccentric,"Nordic Curl, Eccentric","Nordic Curl, Eccentric","Nordic Curl, Eccentric",movement,strength,strength,strength,,,Mat · Anchor For Feet,hamstrings; glutes; calves,hip_hinge,resistance_dynamic,tempo_reps,4,5,reps,120,false,false,0,true,false,false,knee_deep_flexion,4,false,true,hamstring_eccentric,internally_reviewed,,no,,,,"The best-evidenced hamstring-injury reducer there is, and brutally hard on the first attempt. Lowered slowly, hands ready to catch."
302,hamstring_walkout,Hamstring Walkout,Hamstring Walkout,Hamstring Walkout,movement,strength,strength,strength,,,Mat,hamstrings; glutes; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,8,reps,90,false,false,0,true,false,false,,2,false,true,hamstring_eccentric,internally_reviewed,,no,,,,"From a bridge, walking the heels out and back. The regression that makes the Nordic reachable."
303,band_good_morning,Band Good Morning,Band Good Morning,Band Good Morning,movement,strength,strength,strength,,,Bands,hamstrings; glutes,hip_hinge,resistance_dynamic,tempo_reps,4,16,reps,60,false,false,0,true,false,false,lumbar_flexion,2,false,true,hamstring_eccentric,internally_reviewed,,no,,,,Band round the neck and under the feet. Teaches the hinge with the resistance in the right place and nothing to drop.
304,band_overhead_press,Band Overhead Press,Band Overhead Press,Band Overhead Press,movement,strength,strength,strength,,,Bands,frontDelts; triceps; abs; obliques,vertical_push,resistance_dynamic,tempo_reps,4,16,reps,60,false,false,0,true,false,false,shoulder_overhead,1,false,true,standard_compound,internally_reviewed,,no,,,,"Standing on the band. The resistance rises through the range, which happens to match where the shoulder is strongest."
